,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,-50,-49,-48,-47,-46,-45,-44,-43,-42,-41,-40,-39,-38,-37,-36,-35,-34,-33,-32,-31,-30,-29,-28,-27,-26,-25,-24,-23,-22,-21,-20,-19,-18,-17,-16,-15,-14,-13,-12,-11,-10,-9,-8,-7,-6,-5,-4,-3,-2,-1
4100,4100,3592,4053,3644,5033,3517,1976,183,3530,280,2792,693,4234,1614,1427,1268,53,903,575,2291,212,1693,128,1560,2524,2163,345,3004,1235,3589,1674,2683,4663,4694,3238,716,404,2015,1853,750,556,210,13,2181,2306,512,4180,3835,4257,3103,4312,1788,1052,1745,1118,4088,3662,2960,3267,2377,2413,2637,1025,1277,852,2021,5186,1212,1232,482,1812,1766,5170,3961,1231,198,4275,4669,1662,3430,4538,5102,752,1315,4005,3092,1479,3137,2351,4573,4011,2936,4883,1838,1163,4765,367,2258,3934,1381
4101,4101,3231,2189,3355,2084,2385,120,4192,1518,1235,190,345,829,4996,1413,172,621,4402,2428,3921,4210,4222,1613,3889,3237,3342,4228,4097,404,1380,3291,4492,2229,1637,1331,5176,1976,2463,1464,2202,1629,5308,1654,698,1012,3089,4756,74,3574,2772,5118,2405,1838,5063,3069,1231,4158,1232,5215,4305,218,2504,609,4011,2179,1983,4945,5044,3716,4978,2936,632,4457,3029,752,3185,5102,2622,3208,367,4322,3421,3869,5147,2258,1740,4765,4883,1283,3763,2145,3430,809,3934,4598,1303,1381,3285,5068,2941
4102,4102,2111,21,1548,1942,2598,3259,2895,3372,1828,5320,1218,3178,2132,4426,209,4544,5191,2075,2306,2635,1883,3618,4650,725,280,5100,3531,4000,3642,1724,1652,702,4548,2486,797,719,2030,3103,2657,2206,1026,5151,1325,2740,2407,4428,1568,2793,1133,1005,2506,3285,1219,4336,4312,684,5186,3277,2219,1812,482,4275,4675,3649,1838,1388,3869,4669,1766,1232,143,2637,1662,2351,2850,1983,3137,4538,1163,1479,2021,2936,1448,4573,2371,3961,752,2211,4011,2493,1231,5102,3430,4765,2258,367,4883,3934,1381
4103,4103,2896,3454,1188,2437,779,2929,3351,2804,4973,2005,4157,1933,1362,1731,3103,4800,2355,5075,2280,4570,233,278,3370,2133,4418,2131,4510,2441,118,3615,3010,251,3427,598,4154,2235,3801,1271,2288,1968,2807,2597,2670,14,2790,2507,1677,4677,916,2957,3716,568,4295,3277,4538,1479,3137,1163,143,2493,785,2305,4945,1766,1983,1231,4669,2021,2850,1232,3362,2292,2219,5068,1221,2926,3961,1448,2936,3421,4011,3285,4499,4598,4675,5102,367,1388,2941,4765,752,2258,4883,2371,3934,413,3430,2211,1381
4104,4104,101,1948,4819,748,2436,4886,3031,163,5105,1274,2201,4188,5184,201,869,2539,2663,2481,1529,2295,4899,535,1856,2721,3984,41,3262,4600,2540,5332,1664,2026,3911,1927,1542,3001,595,5024,3708,3095,366,1725,517,3458,4685,823,4523,1132,3703,4042,4328,741,4295,2021,1838,1231,367,1273,2901,1505,2661,1950,1580,1825,4735,1280,3980,2059,896,2936,3464,3869,4669,1232,4011,3588,1746,3961,1983,2258,4467,5102,680,3318,4765,4344,4715,4883,4341,752,3666,3934,3111,2733,2179,3430,2504,1381,3208
4105,4105,3296,840,2834,5280,2979,3041,4808,4682,2923,3067,5010,920,5217,1954,2990,705,2386,4646,2002,2925,3270,4213,2977,5236,4097,4783,2321,5295,1509,819,1049,2459,30,2731,3871,2575,2774,289,711,3237,5227,2549,5021,5122,4725,2463,1760,4170,2202,2179,2195,649,1131,4817,4218,850,5063,1851,3287,3430,715,3580,4004,3716,288,2076,1381,549,5215,4978,5118,218,3069,1425,843,5044,2405,609,1088,4945,3869,2622,4158,3029,4457,1740,3185,2145,632,4322,5147,1283,809,3763,4598,1303,3285,5068,2941
4106,4106,3240,282,3225,2091,3969,3565,5096,2746,5020,2133,1961,3211,983,2651,3542,3117,224,5320,32,3168,3997,766,5100,4251,3492,2300,2415,4484,4551,4392,4751,4850,1106,1094,702,3373,3928,3386,653,2075,3234,4346,2179,3273,1220,1011,2450,2791,4481,4765,1371,4058,4499,2028,2961,2636,4883,1773,4598,568,752,442,1892,5336,2533,2985,4074,239,2957,2626,2140,143,1539,2936,959,3716,5318,2877,3934,684,4080,2219,3346,4867,1381,3362,3473,2850,3430,2305,2292,2493,4675,1448,3421,2926,1388,2371,2211
4107,4107,3733,483,3511,2605,3096,775,1262,2729,4041,1346,4325,695,2999,620,4177,1194,1909,5228,354,611,4142,3224,3432,258,4526,1781,221,1070,3343,1876,3059,256,3070,2012,4704,2801,1086,4774,561,3720,4829,4063,3859,3171,3442,3861,2833,979,4224,3768,3865,218,549,4817,3684,3421,3514,413,1088,4218,4832,4291,2433,843,850,649,1131,2392,1425,1831,5044,2076,4004,5063,715,5215,2405,609,5118,3716,2145,3069,4457,4945,3185,3029,2622,5147,288,4322,809,1303,1283,632,3763,4598,3285,5068,2941
4108,4108,4109,4339,2968,1868,3315,2669,944,1329,3943,3639,4707,784,3098,510,292,3612,4689,4382,1196,1355,562,4179,4387,1522,1792,3399,776,2317,2610,2797,2929,4792,4098,3755,2218,2836,4905,4721,3217,2633,4103,2800,4470,1918,1640,779,4908,2133,2584,3164,1505,2290,821,1420,2936,4993,5280,3756,2901,2799,333,1165,819,1492,2292,1672,3208,1746,1107,4959,3547,196,3464,3862,1273,1287,3111,832,711,1087,2466,752,576,1381,3345,4344,1049,272,4341,4682,2733,680,289,1388,1760,886,3192,3430,413
4109,4109,784,2669,292,962,944,2968,5050,3639,2820,3315,3755,643,3196,4666,1665,1329,1953,1868,3591,3098,4689,3793,1355,2182,1500,4024,4108,5088,2397,3887,562,1196,584,2326,2089,2650,140,5127,5075,4339,4166,2584,191,1860,2896,881,3943,949,1807,2076,4682,4080,5067,1760,5147,1008,1287,288,463,742,969,1319,1131,147,1283,4086,2873,2433,4499,1234,2926,2211,3185,3069,3029,4629,5287,3716,3856,4254,5063,4457,1831,1049,3285,2622,4959,4945,1087,3421,4322,632,1616,4993,3763,5068,4598,2941,413
4110,4110,994,4021,2118,3832,1097,3227,3428,2686,3725,3390,5114,4809,4441,388,3667,78,1581,5110,4727,685,3066,4887,4121,874,182,3444,2992,2821,2589,2704,1184,3658,3181,1340,540,4968,3248,4547,1526,4517,3221,2856,4077,4838,1888,1053,5083,1787,686,4867,3430,1189,5044,843,1388,2292,4218,5118,1131,2405,632,670,609,4080,715,2926,3317,439,2850,3069,4817,4675,5063,2493,549,2371,2076,4978,4004,4322,3185,1283,3763,2622,3029,5147,809,239,2957,4457,3421,2145,3716,4945,2211,5068,2941,4598,3285
4111,4111,4246,3483,2749,3182,24,427,2094,4708,1747,2230,295,3824,988,2806,3124,3539,4252,2962,4718,1615,933,4892,4546,5288,2762,504,4942,200,3496,3647,712,783,2053,5049,2440,227,2000,1809,4571,895,4882,4458,2427,607,4566,3683,7,440,2717,2381,1251,3344,1286,3207,2733,2466,1950,3047,4945,632,3588,4137,3684,439,3111,1825,4511,4590,2059,5147,2268,4978,5026,4457,5326,741,1283,2179,1381,4598,5044,3664,5215,2038,809,3580,3763,2145,4158,1088,1303,1740,413,2504,3208,288,5068,3285,2941
4112,4112,4986,2355,2723,486,227,591,2646,4686,217,3212,4987,2025,2807,2053,3799,421,3187,2250,2790,1789,4546,5058,3778,712,3522,2007,2375,5288,1271,2586,158,2521,4237,2962,4289,4623,2806,4932,2000,4990,3683,3964,3539,3078,3735,4571,1952,2361,4235,4511,3580,4765,3934,3029,2258,5102,2690,5026,1087,632,3876,4011,1283,1131,2038,3208,3664,5147,288,4322,4945,4675,2466,2292,4978,4883,5044,4295,4137,809,1983,2504,752,4457,4598,1740,3763,1381,2371,4158,2211,1388,239,413,2145,3285,3430,5068,2941
4113,4113,255,5040,207,1582,4881,4342,3686,5117,5260,3543,4130,276,3821,2838,63,1713,2316,4565,381,4458,2033,567,5223,375,607,1211,447,2060,4483,3954,3162,3877,2794,3274,4446,862,127,3822,2717,2222,174,4095,57,4537,3093,1452,4942,145,3760,1088,5215,670,3664,147,649,2294,2672,1831,4218,3421,549,2433,4817,4137,843,850,4978,5063,1740,4158,5118,715,2405,1131,4004,3069,5044,1303,2076,609,3716,3185,288,2622,3029,4945,5147,4322,4457,2145,632,413,1283,809,3763,4598,3285,5068,2941
4114,4114,149,990,601,3300,2546,2225,5028,4706,1858,157,18,4652,678,4659,1570,161,758,2588,770,4966,4655,3220,5224,1010,4929,4922,1963,930,1917,4804,3873,3555,5013,1924,313,4442,2368,3265,3306,2833,3149,3669,1262,663,2077,3727,4306,3125,2325,5192,3247,649,4832,1189,2957,3514,4080,366,1303,3768,670,850,4978,288,843,2433,413,4817,1831,5044,1131,4218,5118,2405,549,5063,715,4004,2076,4457,609,2145,632,5147,3029,3185,4322,3069,3421,1283,4945,3716,3763,809,2622,5068,4598,3285,2941
4115,4115,234,4591,1563,4833,1986,3476,4931,4835,4050,3183,4577,1406,2315,5159,2914,2043,3417,4730,4025,710,1149,3681,2045,395,4014,3552,3836,664,4173,1495,1278,5204,1804,610,1133,2528,4650,5290,2137,3687,138,4777,3334,2311,400,4321,3139,2902,3391,1277,752,4867,555,4675,5172,5063,3473,3716,1283,4011,1212,2622,5102,684,3430,2211,3649,4945,1232,4978,4322,2351,4457,2691,4080,959,632,2493,2614,439,1163,2219,3763,2145,2850,3285,4765,1838,3421,367,4312,5068,4883,4598,2957,2258,3934,2941,1381
4116,4116,3125,4659,989,18,1262,2231,4114,5028,109,3149,258,4929,1956,157,381,3701,35,678,4612,4007,2735,4089,938,2588,1211,1139,4526,4922,2325,3220,1917,3706,2605,601,758,3873,468,4774,990,3084,1276,4652,3070,87,3171,3300,2833,2706,1781,3247,3768,4080,700,1189,670,413,2294,3514,4291,1303,4832,649,2433,4978,1831,850,843,549,4817,288,715,5063,1131,4218,5044,4004,2405,5118,2076,3069,3421,609,4457,3185,3029,3716,2145,632,4945,5147,4322,2622,1283,809,3763,4598,3285,5068,2941
4117,4117,1608,4402,1613,4192,3089,2322,134,3883,183,2414,3644,2455,345,2181,5143,407,2,1257,693,3633,1465,3843,2927,1429,402,1062,5191,4739,5065,4384,3004,4632,20,66,2814,1487,2743,1976,4858,3886,3252,3002,1545,3402,829,3563,2897,2827,5025,2405,4817,3069,2351,4099,4538,4978,752,2021,4573,549,2936,2850,5102,1479,2926,4011,1163,5147,4457,1283,3763,3029,4322,3185,1231,4945,1448,2371,4218,3716,4765,3430,4883,2957,2622,4080,2493,367,2145,809,2258,2211,3934,4598,3421,1381,5068,3285,2941
4118,4118,3799,2230,4816,591,3078,5333,2962,4731,3187,2640,227,169,2025,4081,2375,2790,2806,2807,4683,3647,4546,385,2355,2094,4852,295,1483,808,712,4119,2235,4112,3704,2000,4252,4686,1601,1937,486,4942,3964,5288,922,2646,4986,334,3212,4260,3539,1231,2732,3281,367,3121,1251,2021,5026,1330,4137,239,3111,4011,2381,1273,2466,4479,2292,3745,2211,3869,4467,1232,3820,2258,3464,2371,2059,2279,4511,413,741,842,680,3934,1388,4765,3208,1740,1983,3961,5102,2038,4295,4158,752,4883,2504,3430,1381
4119,4119,169,2230,4683,3399,808,2025,2235,4617,2905,2790,1400,3787,591,295,2408,5264,1968,712,4098,1601,277,4118,3799,2806,2962,2094,4128,2167,2958,2355,4816,2749,5112,4546,385,5288,1747,4237,1973,199,1887,1246,2476,2441,1362,1506,2288,4469,45,2732,2279,22,1376,3318,1845,3495,1232,2021,1388,2268,2859,4479,3281,3121,1231,3820,2936,2733,4511,2381,367,4158,1280,4344,4467,842,3869,4295,4011,3111,3666,2258,3464,2038,741,680,1983,1740,4765,3961,2059,5102,3934,3208,752,4883,2504,3430,1381
4120,4120,2969,3499,5039,337,4950,949,3805,3173,4187,306,480,4065,1324,1643,308,2759,5331,4413,2143,3374,1684,1630,4134,3051,5255,771,479,1648,5284,4890,3700,1807,3023,4315,3189,1430,4391,3184,3550,1931,455,916,578,4681,3433,2725,2149,2437,5043,2392,4978,4328,4005,4832,1131,218,2076,4312,4080,4883,4765,4218,1616,2957,1315,2405,4341,1838,5044,1831,367,5063,4457,1163,5215,3029,5147,3716,4945,2145,288,3069,3185,809,3934,2258,413,1283,1303,4322,2622,632,1381,3763,3421,3285,4598,5068,2941
4121,4121,3653,2312,2118,1396,4050,4664,1417,5006,1652,4500,637,2704,1693,4444,2915,2045,4441,2175,1340,994,1787,4415,2914,2839,103,2137,2216,1619,44,4077,28,997,373,3126,3444,5114,2221,1453,1133,4953,4931,500,1097,1341,2920,3416,3227,3659,1592,3737,1831,700,850,3514,4832,843,3768,2371,670,2305,609,2850,2493,715,5118,1131,5044,4004,4218,4817,2076,239,549,4080,2405,4978,2926,3069,5063,632,2211,3029,809,3185,5147,2957,1283,4457,2145,3716,4945,4322,2622,3763,3421,3285,4598,5068,2941
4122,4122,3139,2930,5242,4050,4279,4162,2426,5329,5325,2137,833,347,3044,425,2883,5094,2319,3281,1376,1774,2337,2027,741,2556,5250,1734,2312,1861,4931,1540,637,710,182,2315,3229,1593,1811,3681,3121,1619,1802,3497,3653,3476,2043,2045,159,2038,2924,4883,1232,684,555,3649,1448,959,5183,4538,3763,2936,3285,2926,4765,4074,4319,632,4945,3069,1288,2498,4005,1277,4322,3185,3716,367,2622,3473,2493,5063,4080,5068,1163,1052,1315,2850,4312,3737,2305,2219,2258,2211,1838,3934,2957,1381,4598,2941,3421
4123,4123,3586,4328,4341,2689,29,2243,1436,560,3423,1944,3540,3203,4989,184,3122,4838,530,4737,1913,2183,943,1842,415,5035,3014,2808,1508,1323,3175,1543,460,4220,4853,4743,71,2901,3443,1068,78,2733,350,2158,681,420,4798,2949,10,1404,4727,700,1844,2882,2433,4951,2926,2603,2493,2294,2211,5192,3081,1189,5063,5044,632,843,4080,670,5118,715,2957,609,239,3069,1131,4978,2405,4218,4004,4817,1283,549,2076,3185,4322,2622,5147,2145,3716,3421,3029,3763,809,4457,4945,5068,2941,4598,3285
4124,4124,2922,1490,1384,901,659,4009,1153,3840,853,1164,5092,3596,1227,4902,1685,2713,1124,4257,1116,205,3486,4856,1705,4448,985,1627,3063,2019,1677,1048,1476,4588,653,3103,779,2091,5209,3828,3853,2174,1777,3579,898,4980,3075,5096,1861,1501,5100,143,1388,482,684,2021,1812,4573,2957,3092,5170,1231,413,3649,2637,3277,3961,2493,1838,1539,4669,2498,1766,1232,1479,5102,4538,2351,3137,3421,4011,4675,2305,2850,2936,1163,752,3430,4499,2219,4765,1221,2926,1448,2371,4883,367,2258,3934,2211,1381
4125,4125,2931,4267,2862,829,4287,2360,5122,4396,3089,3174,3455,1561,4242,1429,3221,2712,5083,4749,4228,4871,120,4547,4297,2298,262,1412,3428,1499,3002,2285,2428,4646,2589,3582,369,2505,2814,4553,2229,4739,78,4688,3938,3242,4802,2810,4982,731,2821,2433,2211,1740,4951,1189,2603,2271,850,3081,439,4080,4158,5063,3664,1131,2957,3069,670,632,2294,549,239,715,3421,4817,5118,2405,4218,843,2076,4322,4004,2622,5044,609,3716,3185,4978,3029,4945,1283,4457,3763,5147,4598,809,2145,5068,2941,3285
4126,4126,26,3908,2943,4960,3425,3412,2599,4493,2629,3896,2587,5133,5012,190,3748,755,1331,4967,4540,4894,3498,5266,2276,4198,3215,2376,1659,1725,879,393,3458,4785,5332,5111,4519,2767,1312,448,3001,802,5052,4579,533,1297,1988,773,1008,1267,3912,896,3339,2046,1788,2582,4961,198,1505,143,1315,2637,4336,2880,1745,3267,1662,1212,4275,1025,5186,2960,2377,3277,1983,1766,5170,3092,2021,3137,4573,2351,3961,1479,1163,1231,4538,1232,4669,2936,4011,5102,752,1838,3430,367,4765,4883,2258,3934,1381
4127,4127,4973,1661,2896,2160,162,5185,4901,2767,2364,1970,5220,1480,4570,3842,4866,2089,2441,750,5057,1188,2382,1743,1411,96,1113,2670,1797,2437,1362,2804,4315,4209,4418,393,2288,4010,916,1324,885,2496,4227,4653,4378,1399,3374,2131,4061,2705,4473,2377,2219,2021,785,1983,2710,1273,2504,3339,3111,896,3277,2211,3267,4735,5170,4341,1479,2351,4538,3208,1766,2733,4499,3137,1231,680,3092,1838,1221,4344,1232,4669,1163,4042,3961,1505,5102,4011,1746,413,2936,3430,367,752,4883,4765,2258,3934,1381
4128,4128,535,4834,4505,237,1324,5185,808,1797,884,2513,2026,546,2256,45,1244,4899,4365,270,2148,1092,2288,4209,192,1362,1301,1664,162,2412,4630,2282,1988,783,805,505,536,278,4138,37,2896,2441,1506,475,4378,2408,4238,3617,916,626,4163,5186,3137,1766,3267,4538,2021,896,1838,1812,2351,1232,4467,1163,3277,4715,1479,4341,2661,2179,1845,4573,1983,4669,2936,1280,3318,4735,3464,4042,1231,2733,4344,3111,1746,4011,680,3666,2059,5102,3208,752,3961,367,3430,4765,2504,2258,4883,3934,1381
4129,4129,5150,318,3809,1465,2196,997,1922,710,4860,2270,4664,1117,1643,2238,345,2779,3173,395,2221,3945,4321,2116,4999,1084,5091,1804,2971,2319,699,1406,5039,308,3183,2398,935,3392,3391,4818,1957,2291,4492,2759,1802,578,1986,1901,1417,4577,2102,843,4291,700,609,549,3514,4004,1838,850,2076,1131,2258,1315,4817,4080,3768,3934,1831,2170,5118,4218,4832,288,649,2957,5044,2405,1381,4978,3716,4945,5063,3029,4457,3069,2145,809,5147,3185,2622,4322,1283,1303,3421,632,3763,3285,4598,5068,2941
4130,4130,5040,567,4113,255,207,3686,2316,2776,2649,2838,607,796,1494,1452,47,5288,3496,4314,1731,2440,1981,127,381,3162,3674,4623,174,1275,1582,2033,145,3821,2762,1647,421,5260,2794,285,4942,1713,4881,2815,4342,63,2864,2474,2107,3274,4206,3664,649,5215,2294,1425,3684,4137,549,4218,239,1088,1831,4817,2433,843,850,3421,5063,1740,4978,715,5118,2405,4158,3069,4004,1131,2076,5044,609,3716,3185,2622,1303,288,3029,4945,413,5147,4322,4457,632,1283,2145,809,3763,4598,3285,5068,2941
4131,4131,3927,5099,5069,1845,946,3135,1555,4313,760,3762,2036,2787,792,1746,2623,2829,961,1812,2176,4302,2875,3766,865,4774,2257,1870,1920,5182,3277,2217,1751,2401,4753,3024,872,4439,699,3224,4516,4652,359,1679,3924,1320,4032,2187,4356,950,3510,3247,3064,1189,3421,3331,700,4218,4291,549,2294,4832,4817,3768,3514,670,850,649,2433,1131,1831,4978,843,288,4004,2405,5044,5118,2076,715,5063,1303,3716,609,3069,2622,4945,4457,3029,2145,3185,4322,5147,632,809,1283,3763,4598,3285,5068,2941
4132,4132,3043,4307,1870,863,5221,75,3587,4091,3027,2370,4539,2584,417,2634,4830,4373,5075,4366,2810,3719,4223,2547,975,2005,563,1775,1975,3377,2222,5139,759,230,5263,2280,1293,371,4452,1452,1352,5071,2048,2837,5160,1275,3422,3609,2989,1032,1326,3514,4978,4675,4137,288,4959,4080,1303,5192,2371,4158,2926,1831,609,4218,1131,2405,4004,715,2433,147,239,1087,4817,2957,5118,2145,549,2076,5147,3069,3421,5063,3185,3029,809,2622,1283,4457,632,2211,4322,3716,3763,4945,3285,5068,413,4598,2941
4133,4133,1203,1383,1898,859,2253,1862,1290,3698,2198,4284,1057,1650,444,1631,3575,3729,2349,974,608,3408,3640,2159,3472,3868,959,5276,4486,1314,3442,1884,798,1299,5300,3885,5208,354,717,1562,4919,365,1077,5302,3632,4596,2013,3767,1393,4869,1255,3768,3117,2912,2262,4158,4291,2076,3716,3684,4004,2145,850,362,178,649,2179,4746,715,4832,4457,5044,4945,1831,5118,3865,3580,2405,1088,609,3029,3069,3185,1740,5147,2392,218,1425,4322,2622,288,632,809,1283,5215,3763,4598,3285,1303,5068,2941
4134,4134,1648,4684,1807,2089,2722,5135,191,3499,3129,31,4120,2495,4315,4742,2676,1504,3867,308,4324,3848,3805,4320,3931,5284,479,2430,300,4879,703,4187,3051,455,4189,949,924,480,2149,4377,1931,5061,3479,3545,3036,1643,4950,932,2057,5034,432,4291,4832,4978,850,5063,2405,1131,2912,178,4328,3934,2162,4715,3580,2258,649,4945,3588,3069,3029,1425,1616,3208,1088,1831,4457,5147,5044,218,2179,3185,1381,3421,2622,2145,809,4341,2392,1283,413,4322,5215,632,3285,288,1303,4598,3763,5068,2941
4135,4135,2144,3913,4674,1035,839,2660,2148,4061,3617,2513,5001,5327,1092,546,3794,3613,1114,1445,2802,5185,2769,956,1832,4710,2435,1659,4163,667,836,1301,4168,1450,665,3120,2357,2282,4128,2658,1755,3646,2978,2256,247,467,5212,3374,2719,3268,4685,3285,2381,4328,2661,1676,288,1825,2881,1280,367,2032,680,3974,2593,4158,3580,5068,741,4765,3588,1746,4735,4883,1088,3326,2258,2912,3666,1425,3318,4106,2162,2733,2059,1740,4715,3934,4042,4341,3111,4344,1950,2941,5215,218,3208,2504,1381,1303,2179
4136,4136,1501,454,5281,4529,3139,4587,3386,3497,3840,428,224,2753,3104,358,3917,4980,5100,4548,512,214,3372,1861,4588,1201,719,5335,4257,4894,725,3853,3828,610,1865,1872,141,1106,5045,4786,2227,3565,3997,5329,4282,3618,2746,3226,653,4000,635,482,2377,198,568,5186,1212,2292,2371,1505,4275,1723,1231,3473,959,2021,2305,1052,4573,1766,5170,1479,4312,2493,2850,1448,684,3092,4675,143,3137,5102,4669,1232,4538,2351,2211,3649,1163,4011,3430,752,2936,2219,1838,4883,367,4765,2258,3934,1381
4137,4137,1891,1061,5329,3476,3501,887,3411,3139,130,216,1914,583,2152,325,682,3000,3681,1376,1129,245,5094,1105,773,1634,4964,1848,5281,2363,5089,4279,3114,4122,4590,3677,2556,1563,3053,4136,403,3957,3226,4465,833,1593,141,3917,5180,1572,4055,121,2021,5186,4016,1231,1505,4088,3267,2960,3137,4961,3160,1766,1025,1212,781,1052,4275,2264,1745,2574,2377,1479,5170,5102,3907,4312,1277,4005,1118,4573,1163,4011,752,2880,3430,1232,2351,4669,4538,3092,4883,2936,367,4765,1315,2258,1838,3934,1381
4138,4138,626,4036,4368,4473,270,4209,4909,1168,2664,4866,4378,884,505,192,3451,783,1362,429,1623,762,5034,4686,2053,1601,2709,916,1013,237,2441,3516,2988,158,1661,541,4571,4140,2131,1321,2646,815,951,4987,3577,181,4235,2476,3683,2057,2773,1163,1388,2351,1479,4042,143,4341,4295,2021,2859,1273,2179,3267,3318,1231,3092,1232,4344,4467,4715,1740,3277,2936,3666,4669,1845,2661,2733,5068,1746,680,3111,413,4735,5102,1983,2059,367,2941,3961,4011,4765,3208,4883,752,2504,3430,3934,2258,1381
4139,4139,1693,1375,1417,4283,2509,1260,1802,2704,3466,4121,3653,2319,129,2567,2966,2312,2920,2118,4525,2645,1340,3444,44,1923,5325,1044,4077,2856,4129,828,4476,93,2168,85,2915,4415,28,2414,4394,1042,4664,345,2196,5326,3390,3809,4197,575,3272,3015,609,4978,4005,1315,4817,1838,2258,4004,4832,4171,2305,3768,715,2076,2693,4675,1539,1163,367,2405,2926,549,2219,3737,1381,3934,2145,4457,632,3763,4322,2957,4312,5063,5147,4945,3029,809,1283,3716,3185,3069,2622,2211,3285,5068,4598,3421,2941
4140,4140,330,1013,3451,1168,4909,4368,4417,2684,541,4866,2604,5034,3695,2988,2664,4209,3800,291,2543,626,480,4473,884,815,4138,916,1321,2131,3184,2709,1040,3738,4571,4235,4186,666,550,4613,158,4653,1661,5315,237,3365,4418,762,1743,296,2057,3561,2733,3111,143,2879,3649,2059,4669,1983,5215,2661,1232,4312,3421,3277,1479,4538,3137,4573,3092,4735,4598,1212,1746,2211,2145,1231,5102,2371,1838,2504,3285,288,2351,3763,3430,3208,4011,413,3961,752,1163,5068,4765,367,4883,2941,3934,2258,1381
4141,4141,4302,4982,262,5160,4809,4032,521,2523,281,1230,4077,4547,972,2452,5046,3444,2093,3328,2418,3668,2224,3390,4652,2157,466,4872,165,443,2578,1396,5230,5158,4585,1211,965,1422,3582,1679,232,1946,758,686,1318,4306,3900,4415,3858,1289,2077,649,3768,700,288,2294,1303,3514,5192,850,4080,1189,239,413,1831,670,5044,2433,4218,843,4817,2957,2405,4978,5118,1131,715,549,5063,4004,2076,609,3069,3185,3421,632,3029,5147,4457,4322,1283,2145,3716,2622,809,3763,4945,5068,3285,4598,2941
4142,4142,775,3432,3171,153,5228,3625,1910,3590,1253,917,4952,3274,2033,1781,2811,3096,3070,1713,611,1876,4526,354,1346,1086,215,4446,1859,4436,904,4325,3829,447,5260,620,1194,5319,97,3419,2421,3769,468,4206,914,617,676,3821,1544,3090,3678,3768,549,3865,3064,4978,4371,4817,3514,1088,4832,3684,4291,843,2392,2433,5215,649,1425,5063,850,1131,1831,4004,715,5118,3716,2076,5044,2405,3069,609,413,2145,4945,3185,4457,2622,3029,5147,1303,288,4322,809,1283,632,3763,4598,3285,5068,2941
4143,4143,2896,4503,1438,162,2804,1411,1834,5185,260,5193,4505,3351,1480,72,750,2670,885,2437,4570,4103,744,3801,3155,1677,598,2441,1970,1362,4677,2454,4274,4800,1506,2288,1113,1609,45,4794,2929,4866,1661,3842,2531,3474,4653,2792,4939,1743,3374,896,2859,2710,4499,3666,2021,3267,3192,1838,4573,1479,1232,2211,2059,5170,1983,3464,2351,2637,2661,1221,4538,1845,3277,1766,3092,4735,3137,3326,1163,4344,4669,1505,413,680,3961,4011,1812,5102,4042,1746,2936,367,752,4883,3430,4765,2258,3934,1381
4144,4144,4871,1932,2821,4220,33,2861,1499,262,2760,3691,2991,4303,4802,388,3272,1657,5083,5035,5218,4547,3242,4853,2523,78,2418,333,3724,3423,4982,552,1125,3444,1292,3002,3203,2931,460,4242,4798,4553,326,3230,2452,4344,2243,640,2298,2645,4077,2603,3247,700,2211,3081,850,5192,3514,3331,239,2433,1189,3768,2294,4080,1131,2957,670,843,715,5044,5118,4817,2405,4004,5063,4218,632,549,2076,609,4978,3069,3029,3185,4322,4457,2622,5147,3421,3763,3716,1283,4945,2145,809,4598,3285,5068,2941
4145,4145,1485,4127,1147,836,1797,2767,2835,2896,4711,5061,750,1720,4274,3334,1800,1661,2238,4730,337,1651,1646,1743,4315,3687,162,2437,2670,1345,1659,3374,38,3481,4811,1399,2969,405,3918,1684,4189,2089,4072,5284,3184,771,4815,514,138,4677,916,2661,1025,2637,680,3326,4573,2377,3267,2219,3277,1505,1662,3111,5170,2179,4341,2211,1315,4042,1212,1766,2733,1277,2941,4344,1231,1746,4538,3092,3961,3208,1232,1479,4669,3137,2351,5102,4011,413,2936,1838,3430,752,1163,4765,4883,367,2258,3934,1381
4146,4146,3719,2837,83,2812,4285,2289,4310,4922,4966,2384,2157,326,1521,975,3094,3422,838,1977,3963,355,1393,1010,3328,4177,2077,4303,2833,1897,2634,2242,4652,4290,2088,1367,4215,4738,1083,3512,3084,2217,4256,3668,3546,2171,977,316,986,4425,5013,4291,850,4978,3331,288,5044,649,3247,2957,670,4832,3514,3768,4080,2433,843,413,1131,366,1303,1831,609,2145,4817,715,4004,4218,549,2405,2076,5118,4457,5063,5147,632,3069,3029,3716,3185,4322,809,1283,4945,3421,2622,3763,3285,5068,4598,2941
4147,4147,5294,1333,3072,1027,302,2666,5013,5275,4190,2833,2085,3556,4044,394,2766,3389,3265,222,355,5203,4256,4526,249,2242,4515,4895,620,1586,586,3107,668,275,636,1078,2876,1179,4443,1909,2551,5210,2801,663,4829,3569,2588,1486,2638,4759,3082,700,4371,2392,3247,1425,843,4817,5215,850,4218,2433,4291,549,1616,3514,1131,5044,649,3768,4832,4004,2076,2145,609,413,2405,5118,715,4457,1831,288,3421,5063,3716,4945,3029,5147,3185,1303,809,4322,3069,1283,2622,632,3763,3285,4598,5068,2941
